Date Time,Temperature,Basel Relative Humidity,Basel Wind Speed [10 m]
20101121T1800,5.3505287,81,8.322602
20101121T1900,4.7205286,82,6.66
20101121T2000,4.0105286,86,5.5625954
20101121T2100,3.3705285,89,4.7952
20101121T2200,3.1505284,90,2.6237357
20101121T2300,3.2005286,91,2.6237357
20101122T0000,3.1105285,92,2.4560864
20101122T0100,3.0105286,93,3.4631999
20101122T0200,3.0205286,92,4.7952
20101122T0300,3.1005285,92,5.619714
20101122T0400,3.3105285,93,6.6812778
20101122T0500,3.3305285,94,7.8395867
20101122T0600,2.2005286,92,4.1442113
20101122T0700,1.9605286,91,5.0052013
20101122T0800,1.8405286,91,3.8788424
20101122T0900,1.8705287,91,3.996
20101122T1000,2.4105287,88,4.5366287
20101122T1100,2.9905286,86,4.912173
20101122T1200,3.8705285,82,6.5795946
20101122T1300,4.5605288,80,8.262696
20101122T1400,4.7105284,79,8.955161
20101122T1500,4.6005287,81,9.686122
20101122T1600,4.3705287,82,10.290077
20101122T1700,4.2005286,84,10.662658
20101122T1800,3.9105287,87,10.86703
20101122T1900,3.4805286,88,11.267806
20101122T2000,3.2605286,89,11.7216
20101122T2100,3.0705285,89,12.01461
20101122T2200,3.0205286,89,11.869009
20101122T2300,3.2205286,89,11.128379
20101123T0000,3.5305285,89,11.239428
20101123T0100,3.6205285,89,12.2544
20101123T0200,3.6705287,89,11.7216
20101123T0300,3.5005286,88,12.523633
20101123T0400,3.2005286,88,12.787201
20101123T0500,2.9305286,88,13.056318
20101123T0600,2.8305285,89,9.8568
20101123T0700,2.7405286,89,10.154698
20101123T0800,2.7605286,89,9.985559
20101123T0900,2.8505285,89,9.682458
20101123T1000,3.5605285,87,10.210455
20101123T1100,4.2405286,79,10.3656645
20101123T1200,4.5905285,77,10.538806
20101123T1300,5.0905285,76,11.79403
20101123T1400,5.2605286,77,11.380612
20101123T1500,5.1905284,73,11.476863
20101123T1600,5.2705283,69,12.340964
20101123T1700,4.8205285,71,12.11754
20101123T1800,4.3105288,72,10.248612
20101123T1900,3.1805286,78,8.827452
20101123T2000,2.4305286,84,9.35819
20101123T2100,1.9405286,84,10.137212
20101123T2200,1.5305287,87,10.444103
20101123T2300,1.3205286,89,9.77365
20101124T0000,1.4605286,88,10.196545
20101124T0100,1.8205286,87,11.380612
20101124T0200,1.6705287,91,15.003784
20101124T0300,2.2305286,87,18.04061
20101124T0400,2.2905285,84,18.395107
20101124T0500,2.3405285,86,16.859142
20101124T0600,2.5905285,84,14.892213
20101124T0700,2.7505286,83,14.47658
20101124T0800,2.5505285,84,16.357048
20101124T0900,2.5505285,83,14.861204
20101124T1000,3.2305286,81,15.203483
20101124T1100,3.9205287,79,16.162819
20101124T1200,4.8005285,75,16.092413
20101124T1300,5.3405285,73,16.917973
20101124T1400,5.0705285,73,17.151278
20101124T1500,5.1605287,71,15.827838
20101124T1600,5.1505284,71,15.753682
20101124T1700,5.0605288,71,15.827838
20101124T1800,4.4205284,76,15.268694
20101124T1900,3.9905286,78,17.299599
20101124T2000,3.5405285,81,18.739113
20101124T2100,3.3805285,83,18.704998
20101124T2200,2.4405286,86,16.774738
20101124T2300,1.6905286,87,12.723215
20101125T0000,2.0005286,88,8.710098
20101125T0100,2.3105285,89,6.6812778
20101125T0200,1.6705287,89,4.520958
20101125T0300,1.2105286,85,3.7391024
20101125T0400,1.7205287,90,2.9304
20101125T0500,3.2605286,77,10.345105
20101125T0600,2.2105286,86,4.9121733
20101125T0700,2.4305286,85,4.9553266
20101125T0800,3.0605285,79,4.066419
20101125T0900,3.0705285,79,6.823169
20101125T1000,3.2405286,81,6.0102577
20101125T1100,4.7505283,77,6.415762
20101125T1200,6.4405284,69,7.5066204
20101125T1300,6.9705286,63,11.724627
20101125T1400,6.6005287,61,14.603483
20101125T1500,5.0805287,68,12.622413
20101125T1600,5.790529,65,11.566178
20101125T1700,3.4605286,76,14.2791395
20101125T1800,4.6905284,69,10.37593
20101125T1900,3.7205286,74,8.014169
20101125T2000,3.8005285,76,6.236264
20101125T2100,3.8605285,76,6.9926825
20101125T2200,3.1805286,84,6.595754
20101125T2300,3.3705285,85,3.5039446
20101126T0000,3.3005285,85,2.0806506
20101126T0100,0.5105286,94,13.078042
20101126T0200,0.14052865,96,24.488522
20101126T0300,0.08052866,96,20.910278
20101126T0400,0.38052866,96,19.449022
20101126T0500,0.7705287,95,18.88248
20101126T0600,0.08052866,87,24.347559
20101126T0700,-0.7994713,90,25.664429
20101126T0800,-1.3994713,91,23.763416
20101126T0900,-1.4194714,91,22.391867
20101126T1000,-0.87947136,89,23.711096
20101126T1100,-0.029471342,83,22.924335
20101126T1200,0.55052865,78,21.604696
20101126T1300,1.0005287,76,22.916595
20101126T1400,1.0905286,77,25.05435
20101126T1500,1.2005286,75,25.862762
20101126T1600,1.1705287,78,28.509779
20101126T1700,1.1405287,81,25.320616
20101126T1800,1.0105287,84,18.741009
20101126T1900,0.81052864,88,19.74238
20101126T2000,0.74052864,89,21.153234
20101126T2100,0.59052867,86,21.658829
20101126T2200,0.43052867,88,20.779202
20101126T2300,0.24052864,86,19.298836
20101127T0000,-0.23947135,86,16.006184
20101127T0100,-2.1294715,80,13.534063
20101127T0200,-3.2994714,76,10.817939
20101127T0300,-3.6594715,76,7.078424
20101127T0400,-3.3394713,81,4.713097
20101127T0500,-3.1394715,88,7.9831147
20101127T0600,-1.4194714,94,6.0397053
20101127T0700,-3.3794715,82,9.049762
20101127T0800,-3.9394715,80,10.172155
20101127T0900,-4.1094713,94,12.875693
20101127T1000,-3.8094714,85,13.615099
20101127T1100,-1.8494713,82,17.818953
20101127T1200,-0.75947136,76,17.477139
20101127T1300,0.110528655,74,18.015024
20101127T1400,0.7005287,68,16.766275
20101127T1500,0.7105287,67,17.395737
20101127T1600,-0.10947134,80,17.711094
20101127T1700,-0.25947133,86,17.961761
20101127T1800,-0.34947133,87,17.818953
20101127T1900,-0.52947134,90,17.513649
20101127T2000,-0.51947135,91,16.800106
20101127T2100,-0.039471343,85,20.53355
20101127T2200,-0.12947133,84,18.841093
20101127T2300,0.38052866,79,13.118679
20101128T0000,0.06052866,78,8.462132
20101128T0100,-1.4094714,82,10.646005
20101128T0200,-1.2094713,82,10.646005
20101128T0300,-2.7094715,77,11.239428
20101128T0400,-2.2094715,84,11.128379
20101128T0500,-2.3294713,84,10.37593
20101128T0600,-1.8894713,80,6.972355
20101128T0700,-2.0194714,84,7.387499
20101128T0800,-1.7094713,89,8.955161
20101128T0900,-1.5094713,91,13.226431
20101128T1000,-0.6694713,84,17.646864
20101128T1100,0.53052866,74,17.99137
20101128T1200,1.8805287,71,11.967262
20101128T1300,2.8605285,72,4.270717
20101128T1400,1.2205287,81,9.418661
20101128T1500,1.7905287,75,6.828368
20101128T1600,2.5705285,78,8.11974
20101128T1700,2.0605285,85,10.5489025
20101128T1800,1.2705287,92,8.2066765
20101128T1900,1.0805286,91,6.1503215
20101128T2000,1.3105286,91,6.236264
20101128T2100,1.4405286,89,6.675965
20101128T2200,1.4005287,89,6.828368
20101128T2300,1.2005286,90,5.8849683
20101129T0000,1.3405286,90,4.652476
20101129T0100,1.4705287,90,3.5741313
20101129T0200,1.8205286,92,3.554219
20101129T0300,1.5705286,92,16.01948
20101129T0400,1.5705286,90,18.66512
20101129T0500,1.3005286,92,24.5088
20101129T0600,2.5505285,95,7.835059
20101129T0700,2.4405286,92,11.630427
20101129T0800,1.9505286,89,16.683533
20101129T0900,-0.6194713,93,19.123363
20101129T1000,-0.019471344,95,20.052685
20101129T1100,2.0505285,84,21.670294
20101129T1200,2.2105286,80,24.2424
20101129T1300,2.3905284,78,26.16965
20101129T1400,1.8705287,87,27.267962
20101129T1500,1.6805286,84,28.693394
20101129T1600,1.2805287,86,27.79766
20101129T1700,0.5205287,87,24.765173
20101129T1800,-0.9994713,91,18.609903
20101129T1900,-2.3794715,91,13.064468
20101129T2000,-3.4294715,89,10.538806
20101129T2100,-4.3894715,87,8.360887
20101129T2200,-4.8194714,84,5.466071
20101129T2300,-5.4294715,83,4.057684
20101130T0000,-6.2294717,83,3.7391024
20101130T0100,-6.9894714,82,3.7105224
20101130T0200,-7.709471,82,3.3907182
20101130T0300,-8.279471,81,3.700947
20101130T0400,-8.669471,79,3.9603205
20101130T0500,-9.049471,79,4.13564
20101130T0600,-3.4894714,88,6.911014
20101130T0700,-4.0194716,86,6.0865254
20101130T0800,-4.9494715,89,6.9264
20101130T0900,-5.4394712,87,6.8491225
20101130T1000,-4.0194716,83,5.8608
20101130T1100,-2.3394713,80,6.9264
20101130T1200,0.040528655,68,8.339639
20101130T1300,1.9205287,62,10.375929
20101130T1400,3.0605285,59,12.038215
20101130T1500,3.5405285,58,13.607278
20101130T1600,3.2005286,61,12.317941
20101130T1700,2.6705287,68,11.79403
20101130T1800,0.65052867,80,12.831524
20101130T1900,-0.87947136,80,13.32
20101130T2000,-1.5294713,75,12.300643
20101130T2100,-1.7494713,76,10.605932
20101130T2200,-2.0094714,78,7.0533133
20101130T2300,-2.1994715,78,11.501571
20101201T0000,-1.9794713,77,11.204646
20101201T0100,-2.0594714,77,14.956409
20101201T0200,-1.8194714,76,10.775213
20101201T0300,-1.8194714,74,12.8093815
20101201T0400,-2.1394715,74,16.182566
20101201T0500,-2.1594715,75,15.966229
20101201T0600,-3.1994715,94,4.5366287
20101201T0700,-2.4394715,93,4.5288
20101201T0800,-1.6794714,83,15.701787
20101201T0900,-2.5794713,87,19.065754
20101201T1000,-1.5794713,83,13.330651
20101201T1100,-0.9294713,77,4.861344
20101201T1200,-0.069471344,77,0.79920006
20101201T1300,0.91052866,74,3.767465
20101201T1400,0.20052865,76,5.4919763
20101201T1500,-0.83947134,91,6.9161463
20101201T1600,-0.69947135,92,7.348971
20101201T1700,-0.48947132,92,7.038205
20101201T1800,-0.4994713,94,6.66
20101201T1900,-0.6694713,94,9.448753
20101201T2000,-0.70947134,91,19.965788
20101201T2100,-0.75947136,86,27.481844
20101201T2200,-0.59947133,87,27.221075
20101201T2300,-0.20947134,83,27.855047
20101202T0000,-0.13947135,79,30.459436
20101202T0100,-0.8594713,82,31.232489
20101202T0200,-1.4594713,83,30.160906
20101202T0300,-2.6494715,84,31.44536
20101202T0400,-3.9594715,82,27.568218
20101202T0500,-4.5294714,81,25.421318
20101202T0600,-2.5294714,89,15.119226
20101202T0700,-3.9094715,87,17.824926
20101202T0800,-5.3494716,87,12.265977
20101202T0900,-6.2394714,84,8.986805
20101202T1000,-6.2294717,82,7.276183
20101202T1100,-4.8394713,82,8.00974
20101202T1200,-3.6694715,78,8.891537
20101202T1300,-2.8094714,73,6.9468617
20101202T1400,-1.3294713,70,4.5366287
20101202T1500,0.73052865,71,1.1302395
20101202T1600,-0.04947134,71,3.6234312
20101202T1700,-1.2694713,73,7.766828
20101202T1800,-1.7794713,81,11.003319
20101202T1900,-2.6694715,82,10.9742565
20101202T2000,-2.8794715,88,7.996438
20101202T2100,-3.2494714,89,7.947476
20101202T2200,-3.1894715,82,6.972355
20101202T2300,-3.2994714,88,5.2744513
20101203T0000,-3.8294713,88,3.4115846
20101203T0100,-4.2694716,81,4.6600966
20101203T0200,-4.6494713,84,6.080693
20101203T0300,-4.6694713,86,7.038205
20101203T0400,-4.8194714,86,7.2713056
20101203T0500,-5.0694714,88,7.2713056
20101203T0600,-4.3294716,92,8.339639
20101203T0700,-4.7594714,89,7.3150935
20101203T0800,-5.0994716,90,5.9568853
20101203T0900,-5.5894713,92,5.6449146
20101203T1000,-4.3094716,92,3.554219
20101203T1100,-3.2094715,88,5.651197
20101203T1200,-2.4294715,84,10.293525
20101203T1300,-0.58947134,73,11.651765
20101203T1400,0.29052866,71,9.8604
20101203T1500,0.61052865,70,6.9468617
20101203T1600,0.27052864,73,6.3322554
20101203T1700,-0.6794713,75,9.770018
20101203T1800,-1.3494713,85,9.795408
20101203T1900,-2.1394715,87,7.1581836
20101203T2000,-2.6194715,89,6.487264
20101203T2100,-2.1494715,88,6.1503215
20101203T2200,-1.8594713,85,6.1503215
20101203T2300,-2.0994716,88,5.4919763
20101204T0000,-1.7994714,88,5.394189
20101204T0100,-1.7094713,92,5.9150395
20101204T0200,-1.4394714,87,11.483046
20101204T0300,-1.6494713,85,10.86703
20101204T0400,-1.7094713,86,8.5621805
20101204T0500,-2.0594714,86,7.2125063
20101204T0600,-2.4994714,92,2.8692157
20101204T0700,-2.5994716,93,2.6772869
20101204T0800,-2.7294714,93,2.9304
20101204T0900,-3.0294714,91,1.5984001
20101204T1000,-2.7994714,95,1.8837326
20101204T1100,-2.0294714,86,4.2624
20101204T1200,-1.2794713,79,5.6449146
20101204T1300,-0.13947135,73,6.4433565
20101204T1400,0.68052864,67,6.972355
20101204T1500,1.0005287,63,7.4782047
20101204T1600,1.1005287,61,9.623642
20101204T1700,-0.04947134,68,9.061517
20101204T1800,-1.3894713,77,8.591142
20101204T1900,-3.6694715,71,10.234754
20101204T2000,-3.9894714,68,9.041916
20101204T2100,-3.9994717,74,7.463956
20101204T2200,-3.8794715,76,8.738569
20101204T2300,-3.3794715,73,10.052851
20101205T0000,-2.8694715,74,8.823432
20101205T0100,-2.6594715,84,7.5066204
20101205T0200,-2.6994715,87,8.935328
20101205T0300,-2.4894714,80,11.556972
20101205T0400,-2.5594714,83,11.467584
20101205T0500,-2.0794713,82,10.375929
20101205T0600,-2.6994715,80,9.974892
20101205T0700,-2.3394713,82,9.0576
20101205T0800,-2.0794713,85,8.466325
20101205T0900,-1.9594713,86,9.697107
20101205T1000,-1.6194713,86,8.27128
20101205T1100,-0.90947133,90,7.947476
20101205T1200,0.5105286,91,8.343893
20101205T1300,1.7705287,91,6.8491225
20101205T1400,3.0005286,90,3.767465
20101205T1500,3.6005285,83,5.9568853
20101205T1600,3.9005284,74,20.746729
20101205T1700,3.6805286,88,13.01276
20101205T1800,3.8305285,90,13.078042
20101205T1900,3.6805286,95,9.946393
20101205T2000,3.5805285,90,7.9831147
20101205T2100,2.7105286,94,7.329631
20101205T2200,2.4805286,98,7.2713056
20101205T2300,2.4005284,98,8.00974
20101206T0000,2.5805285,98,11.748814
20101206T0100,2.4805286,96,14.1618595
20101206T0200,2.1305285,93,13.258586
20101206T0300,1.7905287,94,14.535288
20101206T0400,1.7405287,94,15.881553
20101206T0500,1.7705287,93,15.533656
20101206T0600,1.9305286,92,16.77474
20101206T0700,1.8905287,92,17.808994
20101206T0800,1.9005287,92,16.028337
20101206T0900,1.8205286,93,14.000582
20101206T1000,2.0905285,93,13.713779
20101206T1100,2.3005285,92,14.654423
20101206T1200,2.6305285,93,13.947255
20101206T1300,2.8705285,93,14.939791
20101206T1400,3.2605286,92,14.498623
20101206T1500,3.5505285,93,12.566062
20101206T1600,3.5905285,94,11.630427
20101206T1700,3.4505286,93,10.444103
20101206T1800,3.3405285,94,7.8395867
20101206T1900,3.3305285,95,5.986595
20101206T2000,3.2305286,96,4.13564
20101206T2100,3.0205286,96,3.013972
20101206T2200,2.9805286,96,2.4560864
20101206T2300,2.9705286,96,2.7167575
20101207T0000,3.2005286,96,8.827452
20101207T0100,3.5305285,96,10.403253
20101207T0200,3.9305286,95,5.9150395
20101207T0300,4.7305284,94,4.1698194
20101207T0400,9.230529,92,13.258586
20101207T0500,8.620529,87,19.30619
20101207T0600,8.950529,83,20.616331
20101207T0700,9.180529,85,17.45479
20101207T0800,8.340529,88,10.817939
20101207T0900,7.4705286,90,4.4097047
20101207T1000,7.3305287,91,1.7870656
20101207T1100,7.9805284,92,2.8692157
20101207T1200,8.230529,93,5.3079824
20101207T1300,8.570529,90,5.8668513
20101207T1400,9.610529,87,4.13564
20101207T1500,10.270529,87,3.8420756
20101207T1600,10.260529,92,7.4782047
20101207T1700,9.870529,93,9.3392105
20101207T1800,8.980529,94,9.985559
20101207T1900,8.640529,95,5.2474713
20101207T2000,8.350529,97,3.6234317
20101207T2100,7.2305284,96,0.84243083
20101207T2200,5.0705285,94,6.3322554
20101207T2300,4.2405286,94,3.6234317
20101208T0000,3.6005285,94,1.5533656
20101208T0100,4.3605285,95,3.7105224
20101208T0200,6.0305285,91,4.713097
20101208T0300,7.9005284,92,5.089565
20101208T0400,8.580529,94,5.0052013
20101208T0500,8.340529,89,6.8491225
20101208T0600,6.1405287,96,7.387499
20101208T0700,6.2505283,96,8.710098
20101208T0800,6.3505287,94,6.2134624
20101208T0900,6.2105284,97,7.1482625
20101208T1000,6.3305287,96,7.387499
20101208T1100,6.6305285,96,7.033162
20101208T1200,7.8705287,94,7.684151
20101208T1300,10.760529,87,9.049762
20101208T1400,13.110529,80,6.5795946
20101208T1500,13.360529,72,7.6285353
20101208T1600,14.460529,65,13.118678
20101208T1700,13.400529,71,17.414085
20101208T1800,12.470529,75,14.296525
20101208T1900,11.860529,78,14.038547
20101208T2000,12.460529,76,18.319721
20101208T2100,13.100529,73,22.611067
20101208T2200,13.010529,73,22.436195
20101208T2300,12.850529,72,23.48101
20101209T0000,10.930529,85,23.6031
20101209T0100,2.2305286,89,17.225597
20101209T0200,1.7605287,87,18.705
20101209T0300,0.91052866,92,22.868542
20101209T0400,0.27052864,92,25.581337
20101209T0500,0.08052866,90,24.450817
20101209T0600,0.7605287,92,15.845761
20101209T0700,0.73052865,89,10.669312
20101209T0800,-0.52947134,87,8.466324
20101209T0900,-1.3294713,91,7.5066204
20101209T1000,-0.7994713,84,12.082348
20101209T1100,0.39052868,78,12.787201
20101209T1200,1.6005287,67,12.2544
20101209T1300,2.1605287,67,18.398964
20101209T1400,1.9305286,68,26.37898
20101209T1500,2.2205286,72,29.038822
20101209T1600,1.9605286,75,27.977074
20101209T1700,1.9905287,77,26.37898
20101209T1800,1.3905287,82,22.383942
20101209T1900,0.62052864,87,21.776468
20101209T2000,0.48052865,88,23.035517
20101209T2100,0.06052866,89,25.642298
20101209T2200,-0.07947134,86,26.037788
20101209T2300,-0.14947134,83,26.108559
20101210T0000,-0.20947134,82,26.75696
20101210T0100,-0.009471342,81,25.69759
20101210T0200,0.44052866,81,23.934525
20101210T0300,0.6305287,82,23.583548
20101210T0400,0.53052866,83,24.189648
20101210T0500,0.27052864,83,24.97349
20101210T0600,-1.1094713,79,14.249288
20101210T0700,-0.9294713,74,15.517656
20101210T0800,-0.84947133,76,17.832888
20101210T0900,-0.7894713,80,22.36015
20101210T1000,-0.08947134,81,27.137518
20101210T1100,0.6905287,79,26.81657
20101210T1200,1.4205287,82,25.139185
20101210T1300,2.0705285,85,23.256277
20101210T1400,2.8205285,85,23.329401
20101210T1500,3.4005284,83,23.782822
20101210T1600,3.5705285,83,24.243864
20101210T1700,3.2905285,84,23.201283
20101210T1800,2.5305285,88,20.290169
20101210T1900,2.2105286,88,18.920027
20101210T2000,2.0905285,89,17.397776
20101210T2100,1.9805287,92,15.988439
20101210T2200,1.5505286,92,14.73652
20101210T2300,1.4605286,91,15.081629
20101211T0000,1.6905286,89,15.923945
20101211T0100,1.8205286,90,16.2853
20101211T0200,1.8305286,92,16.917973
20101211T0300,1.4805287,91,18.132818
20101211T0400,1.6505287,89,18.350687
20101211T0500,2.0605285,85,21.248636
20101211T0600,2.0305285,86,22.077473
20101211T0700,2.1105285,85,21.97598
20101211T0800,2.1305285,84,21.709555
20101211T0900,2.3005285,82,21.06077
20101211T1000,3.0805285,79,21.826925
20101211T1100,3.9505286,77,23.925627
20101211T1200,4.7705283,75,25.951792
20101211T1300,5.4305286,74,27.921213
20101211T1400,5.5305285,75,28.736647
20101211T1500,5.5605288,76,28.948256
20101211T1600,5.2505283,78,28.243427
20101211T1700,4.6405287,82,25.8408
20101211T1800,3.8305285,87,24.521828
20101211T1900,3.1305285,89,22.417208
20101211T2000,2.8505285,89,21.99535
20101211T2100,2.9805286,88,21.73406
20101211T2200,3.0405285,88,21.248636
20101211T2300,2.9505286,90,20.794565
20101212T0000,2.7205286,90,19.778296
20101212T0100,2.6405284,88,19.59444
20101212T0200,2.3505285,88,20.387869
20101212T0300,1.9505286,90,20.043835
20101212T0400,1.7605287,91,21.318659
20101212T0500,1.6205287,90,21.844799
20101212T0600,1.4405286,95,14.542611
20101212T0700,1.5705286,92,11.990959
20101212T0800,1.4205287,93,10.951599
20101212T0900,0.9505287,92,10.656
20101212T1000,1.2105286,89,13.151097
20101212T1100,1.7005286,88,14.209388
20101212T1200,2.6805286,85,14.748554
20101212T1300,3.4205287,79,12.554762
20101212T1400,3.8705285,75,11.204646
20101212T1500,4.4705286,71,11.79403
20101212T1600,4.5705285,69,11.833079
20101212T1700,4.0505285,73,9.780908
20101212T1800,3.6105285,77,9.697107
20101212T1900,3.1805286,80,13.186127
20101212T2000,2.9805286,85,13.8937235
20101212T2100,3.2605286,87,14.630187
20101212T2200,3.2605286,88,12.418355
20101212T2300,2.5605285,91,18.678421
20101213T0000,0.5705287,89,15.719857
20101213T0100,0.40052867,92,15.827838
20101213T0200,-0.64947134,94,15.798666
20101213T0300,-1.0794713,93,17.101551
20101213T0400,-1.6294713,96,19.006105
20101213T0500,-2.3794715,93,16.570421
20101213T0600,0.10052866,96,13.91669
20101213T0700,-0.36947134,95,17.848799
20101213T0800,-1.9194714,93,17.05168
20101213T0900,-2.0994716,92,11.703423
20101213T1000,-1.4694713,88,4.4656777
20101213T1100,-0.93947136,63,18.648
20101213T1200,-1.5894713,70,22.469383
20101213T1300,-0.88947135,60,21.92425
20101213T1400,-0.5494713,56,18.429796
20101213T1500,-0.32947135,55,15.460384
20101213T1600,-0.21947134,55,11.724627
20101213T1700,-0.45947134,56,7.53493
20101213T1800,-0.95947134,67,5.3611965
20101213T1900,-1.5594714,83,2.8815567
20101213T2000,-2.3294713,82,0.84243083
20101213T2100,-3.1594715,88,0.2664
20101213T2200,-3.6294715,94,0.2664
20101213T2300,-4.1694713,89,0.2664
20101214T0000,-4.2994714,90,1.5984001
20101214T0100,-4.459471,87,3.2189233
20101214T0200,-4.6894712,80,4.802594
20101214T0300,-4.9394712,73,4.5366282
20101214T0400,-4.8894715,64,3.4115846
20101214T0500,-4.4394712,47,1.3583788
20101214T0600,-2.8194714,83,2.4560864
20101214T0700,-2.2094715,76,8.795236
20101214T0800,-3.1394715,86,12.787201
20101214T0900,-3.2294714,88,11.201478
20101214T1000,-2.6994715,80,10.389601
20101214T1100,-2.4294715,78,10.084568
20101214T1200,-1.9094714,74,9.0576
20101214T1300,-0.9294713,69,5.7631135
20101214T1400,-0.6194713,66,7.463956
20101214T1500,-0.8094713,70,13.852799
20101214T1600,-0.71947134,67,19.226994
20101214T1700,-1.0094713,68,19.99598
20101214T1800,-1.5594714,77,20.78603
20101214T1900,-2.2694714,82,18.876842
20101214T2000,-2.4294715,89,12.395474
20101214T2100,-2.8794715,89,7.197732
20101214T2200,-3.9194715,89,4.890454
20101214T2300,-4.8194714,91,2.382754
20101215T0000,-4.7694716,90,2.0806506
20101215T0100,-4.5694714,89,3.7862556
20101215T0200,-4.0294714,86,4.212154
20101215T0300,-3.7694714,87,5.9568853
20101215T0400,-3.6994715,93,10.615965
20101215T0500,-3.2194715,90,18.13282
20101215T0600,-4.6594715,92,12.038215
20101215T0700,-4.4194713,92,13.985366
20101215T0800,-4.1094713,90,13.226432
20101215T0900,-3.9894714,86,13.226432
20101215T1000,-3.7594714,82,13.651538
20101215T1100,-3.2894714,74,14.748553
20101215T1200,-2.7094715,64,15.147364
20101215T1300,-2.2494714,60,13.822028
20101215T1400,-1.7794713,57,11.529304
20101215T1500,-1.0494714,53,10.84415
20101215T1600,-0.87947136,55,12.326578
20101215T1700,-0.93947136,58,16.27004
20101215T1800,-1.3994713,74,17.898432
20101215T1900,-1.6894714,81,22.949087
20101215T2000,-1.8894713,81,25.981852
20101215T2100,-2.4294715,90,23.667656
20101215T2200,-1.9994713,86,25.308
20101215T2300,-2.3194714,89,26.970943
20101216T0000,-2.1194715,91,16.094618
20101216T0100,-2.5994716,87,11.086849
20101216T0200,-2.6194715,83,11.529304
20101216T0300,-2.9594715,92,9.9855585
20101216T0400,-2.9394715,94,10.362241
20101216T0500,-2.8994715,93,10.013947
20101216T0600,-3.2594714,91,2.9304
20101216T0700,-3.1594715,93,3.1968002
20101216T0800,-3.1594715,91,6.399148
20101216T0900,-3.4794714,84,11.188799
20101216T1000,-3.7594714,85,13.247877
20101216T1100,-2.8494716,76,14.9112625
20101216T1200,-1.7594713,65,16.354876
20101216T1300,-0.9994713,60,18.181675
20101216T1400,-0.45947134,57,19.892786
20101216T1500,0.030528657,55,20.86271
20101216T1600,0.24052864,56,21.550426
20101216T1700,0.12052866,62,20.888206
20101216T1800,-0.059471346,67,22.006638
20101216T1900,-0.48947132,63,25.67687
20101216T2000,-0.24947134,77,25.585495
20101216T2100,-0.5594713,72,33.411697
20101216T2200,-0.75947136,71,41.90193
20101216T2300,-1.0294713,75,45.60422
20101217T0000,-0.7394713,73,45.33655
20101217T0100,-0.62947136,78,44.872387
20101217T0200,-0.96947134,92,44.55814
20101217T0300,0.74052864,89,44.819374
20101217T0400,0.6905287,93,44.834415
20101217T0500,-1.0694714,93,23.38561
20101217T0600,0.32052866,92,37.281727
20101217T0700,1.3005286,93,36.23138
20101217T0800,1.6005287,90,36.624916
20101217T0900,1.0305287,94,32.30478
20101217T1000,-1.8394713,96,23.97748
20101217T1100,-1.7694713,89,15.243108
20101217T1200,-0.9894713,87,14.796596
20101217T1300,-0.63947135,80,16.10123
20101217T1400,-0.35947132,77,14.346077
20101217T1500,-0.15947133,73,11.380612
20101217T1600,-0.10947134,74,8.102239
20101217T1700,-0.019471344,76,6.2419515
20101217T1800,-0.6194713,82,12.622413
20101217T1900,-2.0094714,84,17.771095
20101217T2000,-2.6894715,82,16.512503
20101217T2100,-2.2494714,78,11.630427
20101217T2200,-3.1094716,78,9.53846
20101217T2300,-3.5194714,79,10.575777
20101218T0000,-4.9194713,75,11.4923115
20101218T0100,-5.9294715,76,13.020938
20101218T0200,-4.8694715,76,14.574296
20101218T0300,-5.1294713,74,15.088684
20101218T0400,-5.5994716,76,10.752136
20101218T0500,-3.8594716,86,9.697106
20101218T0600,-4.3594713,76,4.212154
20101218T0700,-4.7494717,80,8.599398
20101218T0800,-3.3994715,75,13.271961
20101218T0900,-3.1694715,79,12.271761
20101218T1000,-2.1994715,77,10.870295
20101218T1100,-0.84947133,73,13.226431
20101218T1200,0.6405287,66,17.024607
20101218T1300,1.2205287,65,15.923945
20101218T1400,1.8005286,66,13.713779
20101218T1500,1.7905287,64,12.867423
20101218T1600,1.5205287,63,12.257295
20101218T1700,0.020528657,65,13.586399
20101218T1800,-1.4194714,62,14.748553
20101218T1900,-3.3694715,70,15.194143
20101218T2000,-2.6194715,63,15.243108
20101218T2100,-2.9394715,76,13.481524
20101218T2200,-1.3694713,72,14.486382
20101218T2300,-1.7394713,75,14.038547
20101219T0000,-1.2094713,74,12.108752
20101219T0100,0.070528656,63,14.996688
20101219T0200,0.67052865,62,46.061783
20101219T0300,1.1505287,59,43.14118
20101219T0400,1.6805286,55,34.158463
20101219T0500,1.7805287,61,22.391867
20101219T0600,2.3705285,77,18.769388
20101219T0700,2.1505284,80,5.334656
20101219T0800,0.43052867,95,7.2125063
20101219T0900,-0.65947133,89,13.118679
20101219T1000,-0.52947134,85,13.01276
20101219T1100,1.1205287,78,10.5489025
20101219T1200,4.0305285,73,10.817939
20101219T1300,4.0605288,80,9.608882
20101219T1400,4.6105285,77,12.038215
20101219T1500,4.4605284,70,13.8937235
20101219T1600,4.3405285,76,11.685216
20101219T1700,4.9805284,79,14.121714
20101219T1800,4.1405287,82,17.143002
20101219T1900,5.2005286,81,32.83103
20101219T2000,5.3305287,83,39.701645
20101219T2100,5.7805285,83,52.828537
20101219T2200,5.8305287,83,54.310333
20101219T2300,5.7205286,84,52.469307
